,IDs,Age,Annual_Income,Investment_Amount,Risk_Tolerance_Score,Months_of_Investing_Experience,Number_of_Active_Investments,Potential_Return_Rate,Investment_Duration,Investment_to_Income_Ratio,Education,Employment_Status,Marital_Status,Owns_Property,Has_Dependents,Investment_Sector,Has_Investment_Advisor
261,275,37.0,143206.0,223089.0,377,113,3.0,11.53,60,0.69,1,4,1,1,1,4,0,
262,276,31.0,149863.0,8945.0,669,67,4.0,2.05,24,0.39,1,2,1,1,1,3,1,
263,277,62.0,112440.0,108959.0,332,27,2.0,9.16,48,0.12,3,3,3,0,1,3,1,
264,278,31.0,132195.0,63510.0,729,22,3.0,24.05,12,0.28,1,1,1,0,1,5,0,
265,279,68.0,25979.0,228656.0,717,47,1.0,15.57,36,0.15,2,1,1,1,1,4,1,
266,280,29.0,83573.0,36811.0,580,10,2.0,18.19,12,0.19,1,2,2,0,2,1,0,
267,281,54.0,141707.0,207792.0,611,101,1.0,8.19,36,0.84,3,3,1,1,1,5,0,
268,282,23.0,24120.0,137973.0,514,28,2.0,17.32,60,0.23,2,3,3,1,0,2,0,
269,283,21.0,91724.0,177221.0,713,65,3.0,3.06,12,0.2,1,3,3,1,1,3,0,
270,284,38.0,38371.0,189251.0,594,117,2.0,14.0743642237595,60,0.48,4,4,1,1,1,5,1,
271,285,23.0,80129.8897460505,111321.0,419,111,3.0,8.0,60,0.7,4,1,1,0,0,2,0,
272,286,51.0,36516.0,131814.590994711,435,101,1.0,6.74,36,0.18,4,1,1,1,0,1,1,
273,287,62.0,80129.8897460505,41210.0,572,34,4.0,6.28,48,0.15,1,3,2,1,1,1,1,
274,288,44.3232547279944,104544.0,127975.0,450,39,4.0,3.24,36,0.46,2,2,3,1,0,5,0,
275,289,29.0,38404.0,248228.0,837,7,2.0,20.56,48,0.53,2,3,3,1,1,3,1,
276,291,47.0,19485.0,48715.0,720,97,1.0,18.53,48,0.87,3,1,1,0,1,5,1,
277,292,38.0,35341.0,226678.0,431,100,1.0,7.33,48,0.17,4,2,2,1,0,5,1,
278,293,54.0,43605.0,239807.0,832,4,2.0,13.89,36,0.31,1,3,1,0,0,3,0,
279,294,58.0,80129.8897460505,41647.0,665,6,2.0,24.57,24,0.88,3,2,3,0,1,2,0,
280,295,62.0,101991.0,149176.0,706,80,1.0,10.65,12,0.44,4,1,1,1,0,3,0,
281,296,43.0,89061.0,61360.0,744,31,4.0,5.94,24,0.81,4,1,1,0,0,3,0,
282,297,65.0,72764.0,139074.0,392,104,4.0,8.92,12,0.21,1,4,1,0,1,5,0,
283,298,44.3232547279944,65762.0,131814.590994711,448,33,2.0,20.96,48,0.83,2,3,1,0,1,5,1,
284,299,41.0,80129.8897460505,210521.0,571,15,2.0,14.96,24,0.27,1,3,2,0,0,5,0,
285,300,27.0,102818.0,23641.0,586,103,3.0,24.28,12,0.14,3,4,2,0,1,2,0,
286,301,68.0,50030.0,60043.0,411,93,3.0,2.95,60,0.82,3,1,3,1,1,4,1,
287,302,34.0,117628.0,43716.0,324,81,4.0,15.32,36,0.26,3,4,2,1,1,5,0,
288,303,30.0,56660.0,103444.0,615,65,4.0,10.84,48,0.87,1,3,1,1,0,3,0,
289,304,44.0,144462.0,121275.0,515,85,1.0,19.47,36,0.58,2,3,1,1,1,2,0,
290,305,23.0,103222.0,104436.0,397,57,2.0,4.38,60,0.28,2,1,2,1,0,1,0,
291,306,66.0,52861.0,7547.0,802,91,1.0,16.42,36,0.66,1,1,3,1,0,1,1,
292,307,30.0,94460.0,131814.590994711,702,91,3.0,12.42,12,0.59,2,1,1,0,0,2,0,
293,308,30.0,80129.8897460505,204259.0,429,18,4.0,14.0743642237595,24,0.62,3,1,3,0,1,3,0,
294,309,44.3232547279944,105902.0,29828.0,444,21,1.0,11.34,12,0.78,3,3,1,1,1,1,1,
295,310,51.0,62187.0,16299.0,652,7,3.0,15.96,48,0.6,2,4,3,1,1,4,1,
296,311,18.0,119354.0,165352.0,723,76,3.0,7.33,12,0.21,1,2,1,1,0,1,0,
297,312,38.0,130646.0,158994.0,796,7,3.0,24.08,60,0.23,4,4,1,0,0,3,0,
298,313,55.0,80129.8897460505,215257.0,689,75,4.0,17.73,12,0.38,2,2,2,0,0,5,0,
299,314,52.0,22004.0,101358.0,378,110,1.0,6.41,60,0.81,4,3,1,0,1,3,0,
300,315,59.0,87563.0,228046.0,785,64,4.0,6.79,36,0.37,3,3,1,0,0,4,0,
301,316,41.0,145432.0,131814.590994711,338,91,1.0,23.17,60,0.77,4,1,2,0,1,2,1,
302,317,26.0,80767.0,238906.0,474,24,4.0,22.2,12,0.29,1,4,1,0,1,2,1,
303,318,68.0,101778.0,152728.0,797,35,4.0,4.37,48,0.78,1,4,1,0,1,4,1,
304,319,50.0,23890.0,93756.0,1031,38,1.0,14.0743642237595,60,0.35,2,4,3,0,1,5,0,
305,321,23.0,106261.0,49250.0,358,38,4.0,2.42,60,0.28,1,3,3,0,1,3,0,
306,322,19.0,63212.0,230973.0,836,56,4.0,10.99,36,0.2,4,2,2,1,0,5,1,
307,323,38.0,43800.0,33833.0,641,43,4.0,9.91,48,0.46,2,1,3,0,0,4,0,
308,324,32.0,89168.0,43746.0,722,62,4.0,12.06,48,0.46,4,2,1,1,1,4,0,
309,325,23.0,38527.0,131814.590994711,500,75,3.0,21.67,48,0.2,2,2,1,0,0,4,0,
310,326,66.0,22716.0,206379.0,776,18,2.0,13.24,60,0.32,4,1,2,0,0,2,1,
311,327,20.0,136952.0,198878.0,761,21,1.0,15.43,48,0.86,1,2,1,0,1,5,1,
312,328,57.0,54046.0,39599.0,717,41,4.0,8.31,48,0.5,1,3,1,0,1,2,1,
313,329,50.0,149535.0,28487.0,426,15,4.0,3.29,24,0.22,4,3,3,0,0,3,0,
314,330,31.0,23352.0,241464.0,473,93,4.0,17.14,36,0.87,4,4,1,0,1,4,1,
315,331,44.3232547279944,123713.0,90608.0,794,31,2.0,7.85,48,0.21,4,2,1,1,0,2,1,
316,332,28.0,75706.0,159931.0,344,20,4.0,5.44,12,0.13,4,3,1,1,1,2,0,
317,333,31.0,96680.0,55761.0,645,106,1.0,21.16,60,0.4,4,1,3,0,0,4,0,
318,334,29.0,129645.0,131814.590994711,570,74,1.0,6.1,24,0.35,1,2,2,0,1,4,1,
319,335,43.0,80129.8897460505,206646.0,1081,110,1.0,21.53,24,0.39,2,2,1,1,1,4,0,
320,336,44.3232547279944,35049.0,21230.0,754,118,3.0,22.81,36,0.13,2,4,2,0,1,2,0,
321,337,64.0,46956.0,206663.0,524,52,4.0,13.28,24,0.63,3,2,2,1,1,5,1,
322,339,66.0,23330.0,176468.0,816,75,4.0,7.62,12,0.45,3,2,1,1,0,1,1,
323,341,32.0,35913.0,131814.590994711,527,89,1.0,8.47,24,0.33,3,4,2,0,0,3,0,
324,342,49.0,116028.0,24756.0,366,2,3.0,20.39,24,0.42,3,2,1,0,1,2,1,
325,343,42.0,75373.0,161429.0,456,38,3.0,9.65,48,0.56,2,1,1,1,1,3,1,
326,344,42.0,30277.0,245946.0,757,37,2.0,15.53,12,0.44,3,3,3,1,0,4,1,
327,345,62.0,30552.0,77141.0,659,48,1.0,21.84,60,0.2,1,3,1,1,1,2,0,
328,346,44.0,69876.0,89771.0,613,49,2.0,11.61,24,0.82,1,2,3,0,1,3,0,
329,347,23.0,103715.0,171432.0,724,117,2.0,16.53,48,0.52,4,1,2,1,0,1,0,
330,349,41.0,141941.0,74105.0,742,39,4.0,14.05,24,0.78,4,4,1,0,0,3,1,
331,350,44.3232547279944,84371.0,89679.0,443,56,2.0,15.26,60,0.88,4,3,3,1,0,5,0,
332,351,24.0,47974.0,211433.0,326,45,2.0,8.8,48,0.54,2,4,1,0,0,5,0,
333,352,34.0,133812.0,82283.0,599,64,1.0,21.76,48,0.82,1,4,2,0,1,5,0,
334,353,44.3232547279944,144777.0,107269.0,560,40,3.0,14.84,48,0.75,4,4,1,0,1,3,0,
335,354,49.0,66064.0,207218.0,446,10,3.0,9.23,24,0.55,1,4,1,1,1,1,1,
336,355,35.0,115805.0,47684.0,509,2,3.0,19.97,12,0.65,1,2,1,0,0,2,1,
337,356,58.0,80129.8897460505,181338.0,762,50,3.0,12.51,48,0.33,4,4,3,0,0,3,1,
338,357,36.0,33831.0,35651.0,532,112,4.0,5.2,36,0.44,2,1,1,0,1,1,0,
339,358,29.0,144819.0,241835.0,455,119,1.0,14.0743642237595,24,0.62,1,4,1,0,0,2,0,
340,359,21.0,47058.0,131814.590994711,353,67,3.0,16.08,24,0.19,4,4,2,0,0,2,0,
341,360,45.0,80129.8897460505,131814.590994711,822,59,1.0,6.59,24,0.54,3,3,3,0,1,1,0,
342,361,37.0,38706.0,197587.0,750,97,4.0,14.24,60,0.21,1,2,1,0,0,2,1,
343,362,19.0,25191.0,190971.0,588,83,1.0,17.7,60,0.58,3,2,2,1,0,5,0,
344,364,36.0,24480.0,173250.0,714,25,4.0,11.87,36,0.46,3,1,3,3,1,4,0,
345,365,27.0,80129.8897460505,211979.0,764,58,2.0,16.99,12,0.25,2,4,1,0,1,3,0,
346,366,31.0,83973.0,131814.590994711,799,44,4.0,7.64,24,0.45,4,2,1,0,1,3,0,
347,367,19.0,120454.0,140073.0,432,53,4.0,13.86,24,0.6,1,3,2,1,0,4,0,
348,368,47.0,15840.0,81113.0,616,91,1.0,21.69,24,0.58,2,4,1,0,0,3,1,
349,369,43.0,125729.0,249776.0,504,5,1.0,6.78,36,0.72,1,1,1,1,1,3,1,
350,370,24.0,131917.0,221198.0,491,109,4.0,3.88,60,0.35,2,4,3,0,0,2,1,
351,371,30.0,114745.0,105563.0,464,84,4.0,24.12,36,0.16,1,1,2,1,1,1,1,
352,372,34.0,55974.0,214899.0,369,46,4.0,15.65,60,0.4,1,4,3,0,0,4,0,
353,373,66.0,137693.0,20845.0,344,106,2.0,14.0743642237595,24,0.16,4,3,1,0,0,2,0,
354,374,61.0,145146.0,161469.0,733,47,2.0,14.93,36,0.28,1,2,1,0,1,1,1,
355,375,21.0,137204.0,199222.0,494,9,1.0,9.29,12,0.75,3,4,1,1,0,2,0,
356,376,44.3232547279944,80129.8897460505,153909.0,629,98,3.0,2.92,36,0.33,3,2,1,0,0,4,1,
357,377,24.0,129317.0,197775.0,587,4,4.0,20.86,36,0.72,2,2,1,1,0,5,0,
358,378,49.0,80129.8897460505,85161.0,361,72,2.52142419914303,14.67,48,0.13,1,1,3,0,0,4,0,
359,380,29.0,80129.8897460505,229615.0,345,58,4.0,17.15,12,0.25,2,3,3,1,1,5,0,
360,382,21.0,76787.0,187192.0,646,86,3.0,8.49,36,0.44,4,1,1,0,0,2,1,
361,383,54.0,22387.0,131814.590994711,732,68,2.0,23.54,24,0.77,2,3,3,1,1,3,1,
362,384,63.0,80129.8897460505,11030.0,391,102,4.0,20.56,48,0.15,2,4,1,1,1,3,1,
363,385,27.0,68967.0,201361.0,486,50,4.0,19.29,12,0.63,3,2,2,1,1,2,0,
364,386,44.0,61658.0,194424.0,510,74,3.0,5.49,60,0.9,2,1,1,0,1,2,0,
365,387,28.0,65543.0,97180.0,846,18,2.0,22.95,36,0.69,1,1,2,1,1,3,1,
366,388,22.0,113152.0,82506.0,588,84,3.0,20.26,24,0.22,3,4,1,1,0,2,1,
367,389,22.0,47092.0,186050.0,848,103,3.0,9.38,12,0.37,1,3,3,1,1,4,0,
368,390,28.0,110312.0,87050.0,383,12,1.0,14.53,36,0.25,1,2,2,1,0,5,0,
369,391,39.0,68160.0,27137.0,420,107,4.0,21.62,48,0.23,4,1,1,0,1,1,0,
370,392,44.3232547279944,48330.0,176797.0,340,4,2.0,7.66,12,0.11,1,3,1,0,0,4,1,
371,393,48.0,45280.0,83639.0,549,119,3.0,15.7,24,0.77,1,2,1,0,0,1,0,
372,394,64.0,144298.0,194738.0,441,51,2.0,15.53,60,0.78,2,2,2,0,0,2,0,
373,395,50.0,80221.0,159808.0,555,115,3.0,22.95,36,0.42,2,2,2,0,1,1,0,
374,396,31.0,143980.0,68056.0,390,87,3.0,17.54,48,0.18,3,1,1,0,1,4,1,
375,397,51.0,138712.0,134457.0,622,41,2.0,16.49,36,0.2,1,4,2,1,1,4,0,
376,398,22.0,74772.0,121108.0,425,75,1.0,19.18,36,0.51,2,2,1,1,0,1,0,
377,399,34.0,51561.0,36234.0,647,2,2.0,5.09,36,0.41,2,4,2,0,1,2,1,
378,400,41.0,49076.0,128799.0,355,42,1.0,14.0743642237595,24,0.22,4,1,2,1,0,2,1,
379,401,25.0,93593.0,234785.0,359,69,1.0,23.4,60,0.74,4,1,2,0,1,4,1,
380,402,69.0,80129.8897460505,27250.0,461,40,1.0,23.73,60,0.75,1,2,3,1,0,2,0,
381,403,37.0,122327.0,120155.0,306,89,3.0,20.22,36,0.24,2,2,2,1,0,5,1,
382,404,67.0,123125.0,177487.0,547,66,2.0,23.14,24,0.27,4,2,1,0,1,1,0,
383,405,59.0,80129.8897460505,137697.0,580,88,2.0,15.2,12,0.76,1,4,2,0,1,4,0,
384,406,30.0,134742.0,201820.0,843,80,3.0,16.76,36,0.35,1,1,2,1,1,2,1,
385,407,44.3232547279944,54444.0,131814.590994711,811,114,4.0,10.79,48,0.46,1,1,1,0,0,3,1,
386,408,59.0,46705.0,85766.0,456,31,4.0,10.26,12,0.11,1,3,3,1,1,3,0,
387,409,53.0,132811.0,145078.0,632,33,2.0,23.42,60,0.16,4,3,1,0,0,2,0,
388,410,61.0,16526.0,241684.0,586,111,1.0,11.9,48,0.89,3,4,1,1,1,2,1,
389,411,31.0,21713.0,115346.0,640,41,2.0,7.95,48,0.19,1,4,2,1,1,2,1,
390,412,38.0,76935.0,191602.0,786,45,2.0,22.86,48,0.67,3,4,3,1,0,5,0,
391,413,44.3232547279944,148750.0,218045.0,482,67,2.0,19.76,12,0.46,3,1,2,0,0,5,0,
392,414,45.0,31385.0,54209.0,628,73,4.0,2.99,12,0.67,1,4,1,1,1,2,1,
393,415,40.0,69125.0,69184.0,547,46,4.0,23.08,36,0.47,2,3,2,0,1,2,1,
394,416,44.3232547279944,26848.0,213904.0,806,15,3.0,2.01,36,0.68,4,4,2,1,0,1,1,
395,417,65.0,140174.0,173871.0,535,30,1.0,22.96,48,0.54,2,4,3,0,0,4,1,
396,418,21.0,118881.0,27058.0,587,15,4.0,8.59,36,0.33,4,1,2,1,0,5,1,
397,419,20.0,113699.0,79690.0,419,93,1.0,15.63,36,0.16,1,1,1,1,1,5,1,
398,420,26.0,85270.0,181008.0,1050,87,1.0,18.27,12,0.42,4,4,1,1,1,1,0,
399,421,27.0,38222.0,235013.0,380,46,4.0,17.49,36,0.22,2,1,2,0,0,5,0,
400,422,44.3232547279944,136545.0,211817.0,322,51,4.0,10.18,24,0.21,1,4,1,0,0,1,0,
401,423,69.0,17414.0,15454.0,388,5,2.0,7.6,60,0.78,4,3,1,0,0,3,0,
402,424,29.0,72972.0,53211.0,643,34,4.0,23.5,24,0.58,2,3,2,0,1,1,0,
403,425,23.0,16901.0,238824.0,776,39,2.0,18.64,36,0.63,2,2,1,1,1,1,0,
404,427,64.0,111290.0,100191.0,396,3,3.0,20.99,48,0.19,1,1,1,1,0,5,0,
405,428,23.0,23993.0,131814.590994711,435,18,4.0,12.49,36,0.56,3,4,1,0,0,2,0,
406,429,50.0,124290.0,181203.0,493,90,3.0,10.16,24,0.81,4,4,1,0,1,3,1,
407,430,51.0,104258.0,40104.0,342,79,1.0,18.86,36,0.23,3,4,2,1,0,4,1,
408,431,62.0,16564.0,61535.0,738,86,2.0,12.67,60,0.5,4,2,2,1,1,2,1,
409,432,29.0,121815.0,137254.0,754,5,2.0,15.44,24,0.57,3,3,3,1,0,3,0,
410,433,44.3232547279944,18354.0,97116.0,356,80,2.0,16.26,48,0.64,1,1,1,0,0,4,0,
411,434,18.0,138829.0,96660.0,667,113,4.0,24.36,36,0.12,1,4,2,0,0,1,1,
412,435,41.0,138500.0,101020.0,386,25,4.0,24.37,36,0.55,4,1,1,1,1,2,1,
413,436,25.0,127228.0,194985.0,574,72,1.0,24.26,48,0.48,2,1,3,0,0,3,1,
414,437,44.3232547279944,80129.8897460505,93494.0,303,14,2.0,18.06,48,0.33,1,2,1,1,0,3,1,
415,438,61.0,50119.0,80824.0,376,113,3.0,14.0,24,0.64,2,1,1,1,2,4,1,
416,439,52.0,91415.0,155278.0,619,68,3.0,14.07,60,0.31,1,2,1,0,0,4,1,
417,440,38.0,22491.0,123302.0,1000,98,3.0,9.35,12,0.32,4,3,2,0,0,2,1,
418,441,62.0,126126.0,212609.0,460,5,4.0,7.0,48,0.59,2,4,3,0,1,2,0,
419,442,29.0,32781.0,191957.0,814,71,1.0,9.48,12,0.34,4,4,1,0,1,2,0,
420,443,44.3232547279944,19735.0,8582.0,393,58,3.0,5.14,36,0.24,2,1,2,0,0,1,1,
421,444,44.3232547279944,103844.0,175918.0,782,1,2.0,22.2,60,0.89,3,4,1,1,0,5,0,
422,445,44.3232547279944,142640.0,22490.0,1053,89,2.0,16.23,24,0.77,4,2,2,0,0,2,0,
423,446,62.0,72237.0,9355.0,678,22,2.0,5.5,48,0.12,2,2,2,1,0,3,1,
424,447,29.0,64962.0,119184.0,629,33,1.0,12.91,48,0.76,4,1,2,0,1,5,1,
425,448,20.0,50489.0,58303.0,842,16,1.0,15.43,24,0.55,1,1,1,0,0,5,0,
426,449,44.3232547279944,55272.0,56619.0,448,35,3.0,6.72,48,0.78,4,2,2,0,0,5,1,
427,450,51.0,140434.0,188938.0,437,73,2.0,14.77,48,0.89,3,2,1,1,0,4,1,
428,451,44.3232547279944,105087.0,235730.0,308,30,3.0,7.23,48,0.71,2,1,1,0,1,2,1,
429,452,23.0,142486.0,183896.0,579,67,3.0,22.7,24,0.52,4,3,1,1,1,1,0,
430,453,23.0,145863.0,18626.0,773,46,1.0,19.17,60,0.62,2,2,2,0,1,1,0,
431,454,68.0,61240.0,236646.0,794,54,2.0,19.7,12,0.33,1,1,3,1,1,2,1,
432,455,44.3232547279944,124401.0,98108.0,386,22,1.0,20.88,12,0.9,1,4,1,0,0,1,0,
433,456,32.0,125485.0,77774.0,841,47,4.0,20.98,60,0.87,2,1,3,0,0,1,1,
434,457,57.0,92043.0,110244.0,366,81,2.0,4.06,24,0.48,3,3,1,1,1,3,1,
435,458,18.0,106170.0,7463.0,729,76,1.0,24.91,48,0.85,1,3,3,0,0,1,1,
436,459,41.0,126506.0,210314.0,689,30,3.0,22.29,12,0.35,1,4,1,1,1,1,0,
437,460,18.0,144512.0,113233.0,410,71,2.0,5.75,48,0.4,4,3,2,1,0,2,0,
438,461,60.0,130410.0,42920.0,694,114,3.0,19.69,60,0.28,4,4,1,0,0,5,1,
439,462,29.0,74044.0,106622.0,371,74,4.0,18.57,36,0.84,2,1,1,1,1,1,0,
440,463,69.0,101309.0,122168.0,452,94,4.0,8.26,48,0.24,1,3,2,0,1,1,1,
441,464,66.0,22246.0,117946.0,1018,11,2.0,10.69,48,0.2,4,1,3,1,0,5,1,
442,465,18.0,128769.0,226271.0,817,23,1.0,15.97,36,0.86,4,2,1,1,1,2,0,
443,467,44.3232547279944,119311.0,39448.0,475,110,1.0,22.12,48,0.23,3,3,3,0,1,5,0,
444,468,62.0,133307.0,16507.0,512,39,1.0,22.06,24,0.2,2,1,1,0,0,2,0,
445,469,53.0,62363.0,31605.0,616,40,1.0,14.0743642237595,24,0.24,4,3,1,1,0,3,0,
446,470,44.3232547279944,83135.0,109757.0,583,41,1.0,24.42,24,0.32,2,2,2,1,1,4,1,
447,471,38.0,65353.0,53497.0,700,7,4.0,13.02,24,0.84,1,1,1,0,0,4,1,
448,472,43.0,80129.8897460505,108655.0,776,20,4.0,11.28,48,0.81,2,4,2,0,0,1,1,
449,473,64.0,86313.0,222612.0,550,117,2.0,24.49,36,0.89,4,4,2,1,1,3,0,
450,474,68.0,43106.0,176381.0,627,113,3.0,6.98,48,0.16,2,1,2,0,1,4,1,
451,475,35.0,80129.8897460505,187151.0,804,5,3.0,9.53,60,0.85,3,2,1,1,1,3,0,
452,476,52.0,64387.0,141685.0,307,32,2.0,10.22,12,0.89,3,2,2,1,0,1,1,
453,477,63.0,80129.8897460505,220474.0,701,98,4.0,23.25,24,0.5,3,3,1,1,1,2,1,
454,478,65.0,19497.0,112622.0,376,83,4.0,11.84,60,0.25,1,3,2,0,0,3,1,
455,479,64.0,39434.0,231498.0,412,16,1.0,13.45,48,0.3,1,2,2,1,0,3,1,
456,480,55.0,39696.0,195447.0,615,107,2.52142419914303,7.65,12,0.5,1,3,2,1,1,1,0,
457,481,32.0,145456.0,35368.0,513,38,1.0,18.81,24,0.5,1,1,1,0,0,2,1,
458,482,42.0,125919.0,45369.0,677,37,2.0,20.56,24,0.29,2,2,1,1,1,4,1,
459,483,39.0,80129.8897460505,123436.0,496,25,1.0,11.45,12,0.22,2,4,3,1,1,1,0,
460,484,59.0,18703.0,183058.0,691,0,2.52142419914303,20.48,24,0.83,2,2,3,1,1,4,1,
461,486,28.0,56032.0,92882.0,626,29,4.0,19.53,60,0.52,4,3,1,0,0,5,1,
462,487,44.3232547279944,132784.0,45193.0,326,4,4.0,17.55,12,0.72,4,1,2,1,0,5,0,
463,488,37.0,16982.0,150181.0,320,64,3.0,18.87,60,0.54,1,2,2,0,0,4,1,
464,489,33.0,149932.0,243089.0,386,81,2.0,22.17,60,0.22,1,3,1,0,0,5,0,
465,490,53.0,125490.0,121562.0,303,47,4.0,16.65,24,0.6,2,1,1,1,0,5,1,
466,491,49.0,80129.8897460505,32476.0,622,19,2.0,24.45,60,0.31,3,2,3,0,0,2,1,
467,492,23.0,143600.0,217480.0,710,24,2.0,4.53,60,0.59,4,4,1,1,0,2,0,
468,493,58.0,62869.0,60444.0,830,47,3.0,16.14,48,0.68,4,3,2,0,1,2,1,
469,494,18.0,72209.0,62454.0,305,17,2.0,24.97,12,0.5,4,1,2,1,0,2,0,
470,495,44.3232547279944,87427.0,54415.0,505,61,2.0,19.58,36,0.44,3,4,1,1,2,4,1,
471,496,26.0,119234.0,209849.0,509,81,4.0,15.24,24,0.61,2,4,2,1,1,2,1,
472,498,23.0,123893.0,131814.590994711,686,53,4.0,20.79,48,0.81,3,1,1,0,0,2,0,
473,499,41.0,122139.0,48908.0,517,58,2.0,20.67,24,0.18,4,3,1,0,0,4,0,
474,500,44.0,78831.0,179832.0,1086,105,2.0,18.0,60,0.45,4,2,3,1,0,2,1,
475,501,30.0,86471.0,232760.0,661,73,3.0,9.6,24,0.79,2,2,2,0,1,5,1,
476,502,30.0,38922.0,237765.0,554,81,2.0,19.09,36,0.88,4,3,1,1,0,1,0,
477,503,40.0,43990.0,173823.0,458,25,1.0,9.77,12,0.39,2,5,2,1,1,1,1,
478,504,48.0,116542.0,131814.590994711,642,97,4.0,10.29,60,0.62,3,4,3,1,0,5,1,
479,505,68.0,138756.0,133707.0,563,73,4.0,5.13,36,0.6,4,4,3,1,1,1,0,
480,506,44.3232547279944,95733.0,172397.0,442,119,3.0,16.77,48,0.89,2,4,1,0,1,1,1,
481,507,22.0,19583.0,164631.0,754,117,3.0,19.44,24,0.61,1,3,1,1,1,1,0,
482,508,22.0,138562.0,85810.0,329,42,1.0,16.59,12,0.79,1,2,1,0,0,1,1,
483,509,69.0,73997.0,228834.0,401,14,1.0,21.09,36,0.2,3,1,2,0,1,5,1,
484,510,29.0,80129.8897460505,207559.0,499,105,3.0,22.83,60,0.34,2,3,3,1,1,1,0,
485,511,32.0,16991.0,161340.0,558,16,1.0,2.15,48,0.45,4,2,2,1,0,4,1,
486,512,44.3232547279944,73827.0,235912.0,830,29,1.0,15.86,36,0.23,3,4,1,0,1,5,0,
487,513,18.0,48661.0,131814.590994711,379,96,2.0,17.77,60,0.47,4,1,3,0,1,3,1,
488,514,21.0,91337.0,208309.0,626,33,1.0,14.0743642237595,24,0.41,2,3,1,0,1,4,1,
489,515,44.0,80833.0,131814.590994711,805,30,2.0,8.94,36,0.13,4,3,3,1,0,1,0,
490,516,67.0,75343.0,228256.0,786,12,1.0,11.98,36,0.12,4,4,1,0,1,5,1,
491,517,44.3232547279944,65892.0,182905.0,554,4,3.0,9.97,12,0.34,2,4,2,1,1,4,0,
492,519,52.0,45073.0,161970.0,691,73,4.0,18.9,12,0.47,3,1,3,1,1,4,1,
493,520,29.0,47651.0,236023.0,698,10,2.52142419914303,15.61,36,0.31,1,3,3,1,0,3,1,
494,521,34.0,39981.0,146484.0,504,8,3.0,10.46,24,0.81,3,4,1,0,0,5,0,
495,522,46.0,21231.0,214600.0,592,9,3.0,17.27,24,0.36,4,2,3,1,1,4,0,
496,523,33.0,80129.8897460505,143860.0,676,83,1.0,2.29,60,0.63,2,3,1,3,0,3,0,
497,524,65.0,104122.0,152496.0,474,114,1.0,25.0,36,0.73,3,2,1,0,1,3,0,
498,526,19.0,17546.0,120888.0,751,34,2.0,21.37,12,0.74,2,2,1,1,1,3,0,
499,527,57.0,25990.0,221108.0,622,109,3.0,17.76,48,0.17,3,3,1,1,1,1,1,
500,528,30.0,15708.0,11659.0,333,85,3.0,4.93,24,0.75,1,4,3,1,0,1,1,
501,529,22.0,100151.0,138658.0,594,64,2.0,21.3,36,0.29,4,3,3,0,0,3,1,
502,530,57.0,133272.0,120013.0,591,95,2.0,16.7,48,0.42,4,2,2,1,1,2,1,
503,531,37.0,59746.0,190945.0,423,98,3.0,20.96,48,0.4,4,4,3,1,0,5,0,
504,532,44.3232547279944,80129.8897460505,22419.0,821,9,1.0,19.9,60,0.7,1,4,1,1,1,4,0,
505,533,26.0,80129.8897460505,85002.0,489,21,2.0,18.77,60,0.82,1,1,1,0,1,1,0,
506,534,38.0,22140.0,128596.0,602,13,4.0,6.25,60,0.31,1,3,2,1,0,4,0,
507,535,44.3232547279944,20509.0,109503.0,494,21,3.0,11.13,60,0.14,1,1,1,1,1,1,1,
508,536,39.0,149513.0,43768.0,388,35,2.0,5.0,48,0.37,1,4,3,1,1,2,0,
509,537,42.0,95628.0,131814.590994711,753,104,4.0,19.38,36,0.58,3,3,2,0,1,2,1,
510,538,28.0,129105.0,112343.0,322,84,4.0,9.56,36,0.77,2,1,1,0,0,4,1,
511,539,40.0,80129.8897460505,21229.0,710,99,2.0,12.27,12,0.56,3,2,3,0,0,1,1,
512,540,22.0,128281.0,53496.0,435,113,2.52142419914303,2.26,60,0.55,1,4,1,1,0,3,1,
513,541,22.0,63498.0,5661.0,393,15,2.0,5.79,12,0.36,1,4,3,0,1,3,0,
514,542,43.0,73329.0,131549.0,387,91,3.0,9.41,36,0.85,4,2,2,0,1,5,0,
515,543,21.0,149767.0,119239.0,616,6,4.0,19.79,48,0.67,2,3,3,0,1,5,1,
516,544,58.0,60055.0,131814.590994711,389,72,2.0,2.68,60,0.59,3,4,3,1,1,4,0,
517,545,46.0,26543.0,61624.0,388,116,2.0,14.0743642237595,36,0.87,4,1,1,1,1,1,0,
518,546,43.0,50510.0,131814.590994711,713,3,3.0,17.82,48,0.32,2,1,1,1,1,4,0,
519,547,61.0,29563.0,55873.0,476,20,2.52142419914303,7.77,24,0.84,1,2,3,0,1,4,0,
520,548,20.0,119323.0,56906.0,635,98,4.0,24.77,36,0.75,1,3,2,0,0,2,0,
521,549,26.0,108207.0,131814.590994711,824,4,2.0,16.26,24,0.7,4,1,1,1,0,5,0,
522,550,51.0,89070.0,140044.0,318,4,3.0,13.75,12,0.76,3,4,1,1,1,3,1,
523,551,44.0,68431.0,135150.0,602,87,3.0,19.52,12,0.72,4,2,3,0,1,5,1,
524,552,48.0,149108.0,125837.0,674,5,1.0,24.48,48,0.18,3,2,2,0,1,2,0,
525,553,69.0,116404.0,209594.0,714,94,3.0,15.46,60,0.62,2,1,1,1,1,1,1,
